node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,81163.9929103184,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,108081.8871786969,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35673.708558154314,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20459.194313367207,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,37216.326628073395,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,104358.9039306257,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,54591.7371929358,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,63414.39190559687,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,80356.32385471064,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,62822.286191407155,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,84015.9833740943,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,144067.72296100148,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
