node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,40169.80166870133,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,55511.95338958209,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,60002.69989521988,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12880.472878406274,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,44049.23253145518,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,41215.68794215975,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,70624.15240349024,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,96236.54943459018,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,69060.23908394581,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,96825.22877339191,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,53775.76440375219,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,171790.00071383687,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
