node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,77730.52949361867,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,96357.31332407313,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,34557.14584196425,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18488.50986286685,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,93844.32480853592,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,93884.62347499789,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,92280.01330315237,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,89613.60276415474,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,47692.7465156862,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,83629.16495548349,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,52018.13195969168,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,131261.93557024768,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
