node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,37680.612842611736,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,110281.38594957207,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,87680.94258884486,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19427.0476898387,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,92488.14416638497,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,53874.15469709651,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,88665.41320183138,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,85854.33290949724,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,47383.80517724113,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,69471.6313824283,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,75719.06206078116,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,165011.96215459763,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
