node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,37692.86842361011,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,109989.76732603213,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,55016.69707623709,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29730.185640259097,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,85469.9980274621,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,100366.3297612348,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,58891.448074519234,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,47599.06028336152,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,58741.503548597786,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,89651.48267000723,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,62046.26966734458,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,185211.55821061326,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
