node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,55355.18830851173,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,76918.61492609949,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,87183.24476380981,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,13647.752588206571,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52236.07020049208,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,99388.12865347785,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,106522.41007520237,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,51938.21371929819,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,90957.30833094462,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,45757.400967783346,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,52979.45541332327,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,82231.95448700392,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
