node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,88707.98999476685,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,90318.84921925576,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,86795.20639074197,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16324.461493554398,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,70777.3696765251,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,91893.0304676833,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,104406.49293397569,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,38310.102062991195,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,38914.15866463796,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,72906.59635366108,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,46542.992679812145,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,78965.35184253711,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
