node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,61436.95995514298,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,57594.205024604555,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,77789.47325350414,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29265.38597930723,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,93655.6579333269,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,87874.13166499026,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,78883.32760468371,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,82767.51402304691,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,75032.82426342227,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,90211.38695964369,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,75553.26427819957,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,153501.86750928345,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
