node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,66113.05250997521,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,114038.21804845842,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35834.387103363944,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,30563.323008315172,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,58546.083519188134,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,95458.07915266337,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,103927.4000648699,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,62783.41530694785,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,58694.122879271956,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,73262.92596642468,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,49794.90364563623,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,69961.45014309598,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
