node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,43091.56673787791,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,43538.983131783345,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,45797.02616392972,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,30636.024933098568,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,78915.74905006643,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,68242.53302900113,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,55593.93028716715,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,39780.42836112563,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,52633.91762025845,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,77444.32798592346,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,40490.86332333228,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,194186.4785102402,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
