node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,71029.07485854432,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,88439.63241486652,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,30245.67626078837,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17202.037900510415,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,46680.49066004103,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,63444.34090783119,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,88406.624951574,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,54395.29433876729,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,31332.316107378654,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,83571.25191584979,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,49242.02003596381,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,176311.93008150082,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
