node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,68862.59691240056,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,69707.52286963986,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35055.74245018019,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,24300.30933255599,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,51297.739399999504,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,87455.57803246858,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,89626.25828093523,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,32888.948614257,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,50585.98725073011,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,42942.72518531915,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,87496.47100188397,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,86606.5755034117,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
