node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,44894.15875610414,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,55266.40441315686,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,38942.005777108236,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17468.92901114628,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,60886.37758741226,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,105141.24436427384,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,77537.99369558174,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,85175.63642835664,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,32025.93400006177,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,62724.29854189011,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,39618.884905806226,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,93702.80297330425,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
