node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,82279.8721825332,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,59365.14959829636,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,83998.38959708589,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15479.450044523202,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,74111.49814999233,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,110840.2396024549,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,86922.460817685,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,33990.379646261616,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,36722.187674546614,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,38317.58479200817,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,43613.58848380534,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,94881.89410747663,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
