node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,84906.11598218717,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,114421.08169017028,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,30459.293742522263,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,31879.47028136113,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,100747.4150183289,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,63050.48978220031,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,80270.48457942743,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,80017.70251505886,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,52819.043809008486,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,71776.34209756252,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,36656.90762027983,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,184123.9726620703,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
