node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,36993.91870091447,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,47552.51425047874,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,84719.1143807273,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,28369.78697552091,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,97157.66096968611,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,102527.19610964035,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,43560.3742775396,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,73500.34465304315,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,86657.52878373195,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,89612.29740578658,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,65944.60947146761,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,163234.90818229286,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
