node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,87038.42300537879,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,83096.34308906864,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,39136.703247385616,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12662.619982820592,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,70083.98180504065,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,52712.220726590436,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,69607.59873711929,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,50289.841327722184,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,34605.614771802866,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,97858.86197731229,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,62245.754867037125,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,179145.7257535721,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
