node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,55176.1840665111,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,89010.43157762966,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,59682.949967557746,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19044.91312524731,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,82465.46994255151,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,45499.1953002408,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,83924.13878053978,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,56040.0846012987,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,49810.69621715259,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,72385.95586250359,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,46587.741165036445,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,186365.12948322287,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
