node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,34656.73936809564,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,68945.00565441775,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,68326.79116872975,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,26121.976842833632,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,56829.429669379926,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,49622.004861212044,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,40415.037873342335,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,88471.32818411077,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,59211.322802306044,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,50711.11412611662,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,78180.29745063644,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,171164.23752388277,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
