node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,41970.36780036974,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,88128.54707727862,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,38630.652821871525,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32239.674700418822,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,58760.19934695778,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,95582.87316424094,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,61845.45027925259,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,72944.66916356709,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,36519.14847568588,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,72027.67581794751,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,88184.05150585226,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,132356.2361602833,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
