node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,32646.19100582658,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,71711.88390214443,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,52406.525925952345,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16036.08835173497,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,105498.25008284117,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,106556.09086865908,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,55807.75288524083,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,33259.58444799339,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,78344.10562513718,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,71944.53434843644,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,47965.073282198726,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,132547.04761804588,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
