node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,85596.24626592851,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,95984.43490050493,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,31221.36167190057,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15327.060883729115,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,74657.51246189499,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,114483.96322384466,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,92065.95772203697,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,37019.625616100144,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,83764.15355500273,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,105283.97139754434,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,45922.321407730735,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,200008.6376566859,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
