node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,72477.68919403385,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,50242.776636264985,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,43707.59831554461,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20010.898082724056,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,42068.52346975877,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,94088.20635444867,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,89049.85942285566,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,75186.29442418582,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,75065.70003117877,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,106070.28849270078,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,67418.99365031671,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,175219.66917832787,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
