node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,73135.61115035517,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,110762.97831822411,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,68506.34210639882,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18074.210175978507,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,107077.41672231884,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,93858.34761735913,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,61763.40038049964,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,57865.831824605535,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,78059.82854001036,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,83131.17618306002,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,60289.92250028969,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,184957.01654919275,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
