node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,42951.330754336515,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,85021.01881244028,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,43016.75762361443,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20715.002064226555,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,62406.74422039125,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,111724.08955178263,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,51881.57867468268,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,83140.52814182136,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,70868.26489646955,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,70368.36312549503,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,86994.38042032003,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,127016.61514846087,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
