node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,51770.607540960074,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,102099.8591083263,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,84684.53340971985,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16229.007683253554,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,87434.58441160261,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,39962.34834964436,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,86400.46665087997,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,68877.79668604006,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,52264.67078687532,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,77497.87669956373,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,68942.00155504161,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,174213.7338775404,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
