node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,66510.32490117481,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,115402.9777956655,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,44200.60550787795,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,24645.570752132222,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,70441.74890327542,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,94048.5108093789,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,81868.86081188398,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,49212.011464173105,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,61841.186110306,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,83210.91542050336,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,29960.218228803085,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,165521.35960836918,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
