node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,64679.53236521829,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,68067.07284928873,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,51304.2306015209,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12660.664901574417,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,102952.23425174209,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,87785.92085936718,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,81455.94535647475,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,55866.730463938555,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,35667.80439853858,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,49030.646221795636,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,73716.52492317982,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,135226.25773727542,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
