node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80785.92121543999,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,69233.79566840467,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,60698.23526685704,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20113.707377475923,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,104143.19379270547,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,109947.71547999769,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,96280.2843245047,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,53930.29262495847,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,44573.30054391607,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,81267.68724606218,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,46680.68537921889,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,160195.7818573242,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
