node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,31279.343906850903,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,80996.50843356716,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,52413.07257796203,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19353.98232536883,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,45883.043911302855,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,98208.00669007702,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,38265.74229372451,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,64942.14263522463,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,78997.26510038711,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,37832.050089724115,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,58603.92879315251,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,92589.462742729,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
