node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,68188.38555787728,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,65350.59947038857,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,33863.82766678672,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14126.167013811946,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,56561.417113765856,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,41400.5286063986,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,75496.89843313782,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,49103.22022403559,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,80602.66189828253,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,57194.35054231607,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,36635.04287109708,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,178701.52155445234,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
