node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,57591.73742923167,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,108979.61777955321,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,47567.048723225744,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,20876.790836347263,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,52991.17151531511,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,79802.82999944335,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,110024.16296799216,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,34948.50337130168,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,59279.59150505484,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,42577.48202724729,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,74480.54882546702,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,114860.4619764716,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
