node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,85970.4054751187,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,68952.42275622732,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,34828.216721858495,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14328.93362168908,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,59401.98442347103,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,62923.2317357229,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,77691.35025486967,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,76969.38299313936,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,70359.81005545794,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,50220.46163734401,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,43443.782402064855,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,78095.69955775535,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
