node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,49735.27099814473,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,68562.8933413684,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,81860.33221203557,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17187.106809921563,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,94011.78842312226,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,83924.0108993181,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,50549.76072995449,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,88812.71986544956,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,67858.33061954082,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,69831.89603849134,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,51624.451689222136,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,195031.86172194016,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
