node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,59393.832909041135,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,81664.50958722687,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,40371.03157230313,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,15921.488981665827,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,69747.02018462021,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,65650.50123659485,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,50022.33084785972,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,49936.03467390648,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,81808.75340499848,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,99004.04313903861,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,55024.93213472417,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,70975.6466555356,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
