node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,71800.34929253455,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,64798.25252574485,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,49194.89153369917,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,21345.956789335793,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,70913.01778963768,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,95617.35565031071,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,55720.80228332169,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,79231.76751783249,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,37217.595883425514,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,77043.43134203082,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,72603.86887068508,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,149064.67199547123,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
