node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,70600.9498868102,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,57467.75565235046,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,35625.309563001705,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,31825.589381937956,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,74654.00239518628,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,64086.655815359234,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,52683.188450717294,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,42517.0918290283,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,36633.51468342856,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,42393.16311482822,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,76240.3027502313,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,79728.78699665617,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
