node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,85222.84045004699,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,62569.90968956205,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,72456.99261373261,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,22353.953962790052,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,48738.1932441447,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,68384.83900505457,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,72676.77752754546,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,86222.41195883404,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,77369.03624259138,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,76872.58656548768,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,79916.4802954518,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,183595.7991630319,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
