node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,32727.980613310046,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,42482.50090843163,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,56874.50884785065,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,32103.941171320126,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,76921.50645711397,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,104636.47911268774,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,84207.79831426911,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,97434.18012945562,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,48678.15165054737,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,42416.20921032402,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,78532.21845147702,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,196285.83777849528,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
