node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,44247.0849726388,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,64657.75245022825,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,52206.75781788954,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,27682.383666203008,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,70539.89151745103,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,40072.4928739548,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,48576.6634266173,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,43503.42128452315,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,52056.632916059745,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,44746.85658041428,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,29916.52017429285,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,94207.87578972933,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
