node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,86136.38843617626,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,41215.06717167327,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,64675.69668655962,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29521.28781971246,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,97255.46992980535,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,97344.0709928389,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,64584.29461462167,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,60730.53923934592,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,76634.57138024742,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,65141.62147030545,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,33752.47995386908,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,162482.52332214825,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
