node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,79048.09411334041,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,42577.4586027949,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,74804.39286519404,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12504.298301173487,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,60265.65338537847,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,90370.01116717655,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,97736.12038066698,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,97430.08464570376,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,68761.07096855826,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,40203.8546101709,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,51453.54778810819,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,81939.8696966939,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
