node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,72103.39303705662,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,106414.7293861788,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,80430.06474137014,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,30485.316561822576,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,106649.84518639097,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,80196.38466397562,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,98089.66019395052,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,97303.19756495896,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,86684.81004434824,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,47545.77022763175,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,38867.543199308784,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,152254.6880605657,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
