node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80963.10458953957,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,41059.2443968648,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,32726.40337851172,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16875.630698858997,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,77789.33459778095,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,61024.44922370533,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,89896.51483508736,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,40736.77065707297,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,60310.97301342267,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,105982.34409406954,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,84932.38175524604,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,88064.30255818984,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
