node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,44240.00061366164,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,107782.465529968,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,41688.01794382709,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,14718.187364741143,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,89959.51573245252,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,40355.29653569012,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,89010.72591796766,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,96365.43035799198,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,47615.29865986102,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,86403.66907684873,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,33629.4871996991,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,190080.33408819407,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
