node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,33301.916991098195,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,87321.40492613004,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,30448.463910124177,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18156.476843947366,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,98284.28771968363,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,92352.79757816286,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,88600.18907392425,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,80704.62833730313,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,54850.40566566771,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,107657.59442213194,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,52445.19582992884,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,84547.12977078435,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
