node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,37257.27531762048,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,89257.81611278704,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,53836.690709463925,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,23189.875350541075,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,61760.82982271798,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,86706.22146557765,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,40148.078991585695,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,38059.44714529904,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,80938.11031155472,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,64875.90899509846,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,33040.62579094573,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,176118.1082834815,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
