node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,75268.82110982307,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,95317.45955344605,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,41642.91436849867,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,21260.72347116553,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,84159.26935544901,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,110999.89810757826,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,41470.41028279612,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,65996.48532287976,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,90616.41855170109,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,49524.73993143919,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,56725.17454430386,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,149837.11130522142,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
