node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,58621.022842171966,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,69512.2107924579,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,59254.83624828398,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17448.174801214445,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,75651.3342999621,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,77607.23652441507,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,41132.12307978656,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,70980.3680883139,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,35071.10944194305,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,84217.3307560609,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,67988.36308534886,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,81571.4000698757,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
