node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,80995.53140787466,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,75409.80248427736,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,49840.82127056894,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,27143.795926699895,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,42890.733864202106,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,90373.95654375892,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,50518.998112150286,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,93751.13879115462,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,82180.90039109321,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,59688.53705362591,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,34509.4727869741,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,122399.97286916665,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
