node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,32106.262558381404,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,94086.92746820398,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,30501.319203770723,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,22718.696187007376,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,73422.06344954018,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,79663.06775328646,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,97515.34001168841,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,71335.0849797827,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,53643.99540518269,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,71111.17437761862,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,56928.52575694183,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,86411.13324264812,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
