node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,59529.42743850558,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,94052.26755374251,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,56304.554354596694,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,21983.027348115793,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,71855.81078096193,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,91971.66333481194,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,75098.38466922844,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,73502.16138084313,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,52816.45728808593,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,37746.81322998525,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,40448.5787881732,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,161323.120218101,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
