node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,40511.72850557129,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,69642.18331740865,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,67233.60116488986,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,12906.234268677414,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,61704.065623290386,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,100927.33999741949,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,66121.11834124725,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,40263.89840239332,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,89059.6587563008,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,99546.71002987832,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,81749.69840326923,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,142437.99008279262,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
