node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,36441.975431360115,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,47889.9523054215,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,63562.49815811537,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,19311.474840375726,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,99575.2108635498,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,76412.48038422878,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,88801.11616198948,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,75817.93728481779,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,55610.11471283704,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,102682.62986911606,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,71908.46007908975,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,190882.14845659875,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
