node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,52826.9812106415,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,63751.60626296462,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,77618.30444314926,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,18089.871844559082,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,63213.36207311645,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,59567.67676844445,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,68191.04400083667,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,77527.04329405595,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,75111.26716536023,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,101821.6081548214,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,51459.91796343406,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,168600.22350894802,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
