node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,48856.93652673959,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,107426.7717779413,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,53098.75390861442,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16839.827423021838,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,82711.26399112615,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,114882.07211802168,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,102230.28307325268,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,72529.25278996938,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,57157.189997899295,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,104690.23179234873,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,44126.82790103737,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,81808.49978149566,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
