node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,42860.90660569263,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,102222.17938435225,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,60226.57082951866,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,31200.616021958347,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,79366.74813093332,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,110739.76541054163,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,66069.89748451352,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,94004.33139168588,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,57336.41010949309,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,95202.45020324652,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,53194.03958782583,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,84893.21116723996,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
