node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,57478.26722523925,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,106672.1116922264,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,52704.33891067148,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25251.280127916878,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,47560.516177174395,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,112620.54244809282,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,99612.48421897014,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,81583.90711058443,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,77865.23839520439,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,80767.25212639301,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,84334.0647337975,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,135982.80843399916,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
