node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,36088.043155236206,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,87996.04598880056,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,29983.586368583106,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16726.069931953472,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,61493.811626325645,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,66020.38771049421,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,110217.33803879924,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,52153.71245730867,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,72028.85589130913,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,46828.728980412685,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,42317.56209126961,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,70672.27324016734,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
