node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,53734.355606814,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,57060.10431213412,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,84432.07159407249,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,16744.89112910293,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,102697.6239299891,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,50739.75130048046,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,37916.06946530035,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,93898.08476776489,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,73623.17633321974,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,83835.62876020401,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,47887.896430552384,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,163738.10898275202,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
