node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,87408.51111446315,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,86302.98918078591,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,47114.78036837093,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,17986.311786808383,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,59200.45011506398,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,52891.95946690944,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,79363.50862490812,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,90692.51692906876,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,62596.641266865,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,63916.46316158554,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,69022.217737368,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,76708.31676678974,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
