node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,72390.70617057376,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,81458.5155053132,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,54128.60260956482,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,11704.387458727739,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,71005.08284242486,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,54132.45393312363,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,40484.29904928076,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,74575.69920138553,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,91110.51400224907,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,48595.69934024491,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,47898.88488994815,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,174620.39949482205,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
