node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,69307.1807576776,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,41009.903575356206,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,63561.61002253394,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,25311.001481297328,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,50958.222707974324,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,43391.70384030793,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,44898.451835453656,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,52282.89539856444,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,31588.92002016876,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,36320.350669352556,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,64551.42851247048,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,83473.2081894906,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
