node,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035
AUS,39359.08943421803,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000,60000
AUT,84172.63192405252,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000,77000
BRA,44262.82756284489,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
CHN,29338.096776058363,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000,22000
CZE,45837.917744663435,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
DEU,93148.40999010068,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000,78000
ITA,80227.97148769144,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000,74000
JPN,87683.2637687767,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000,65000
KOR,35800.27414517725,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000,61000
ROE,43824.17657680209,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000,72000
ROW,32599.555919576942,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000,59000
USA,94854.89796931986,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000,135000
